num;wilaya;commune;lat;lon;demandEnrg
28;M SILA;MAARIF;35.38018;4.2948885;5637
28;M SILA;EL HOUAMED;35.171566;4.603723;3531
28;M SILA;TAMSA;35.173393;3.9266503;4761
28;M SILA;ZERZOUR;35.052937;4.8313255;1107
28;M SILA;AIN KHADRA;35.529865;4.9558697;6317
28;M SILA;OULED DERRADJ;35.62389;4.7898731;7787
28;M SILA;BELAIBA;35.57439;5.1953554;3404
28;M SILA;BENI ILMENE;35.954617;4.0899911;2954
28;M SILA;AIN EL MELH;34.847389;4.1649542;15844
28;M SILA;AIN EL HADJEL;35.613995;3.8451731;17342
28;M SILA;MTARFA;35.717583;4.6243749;2479
28;M SILA;BOUTI SAYEH;35.642735;3.6217802;4226
28;M SILA;MENAA;35.045425;3.8044832;3796
28;M SILA;BIR FODDA;34.821339;3.9266503;1975
28;M SILA;OULED ADDI GUEBALA;35.707802;4.8728094;6678
28;M SILA;SLIM;34.912086;3.8451731;3157
28;M SILA;AIN ERRICH;34.575138;4.0286779;6778
28;M SILA;BEN SROUR;34.995823;4.603723;9142
28;M SILA;OUENOUGHA;35.951809;4.171854;6238
28;M SILA;MAADID;35.799904;4.7484517;6481
28;M SILA;DJEBEL MESSAAD;35.010689;4.1923399;6846
28;M SILA;MSILA;35.677109;4.5418143;68208
28;M SILA;OULED MANSOUR;35.72681;4.3770704;2864
28;M SILA;SOUMAA;35.586311;4.7239003;1160
28;M SILA;EL HAMEL;35.124081;4.0899911;5500
28;M SILA;OULED SIDI BRAHIM;35.342079;4.1309066;5454
28;M SILA;KHETTOUTI SED EL DJIR;35.687603;4.2538452;2366
28;M SILA;BENZOUH;35.474815;4.0899911;1999
28;M SILA;TARMOUNT;35.818378;4.2538452;5240
28;M SILA;MEDJEDEL;35.050396;3.6420479;8662
28;M SILA;SIDI HADJERES;35.716541;4.0134311;3058
28;M SILA;OULED SLIMANE;34.898174;4.8520637;1589
28;M SILA;MCIF;35.340542;4.7691584;5020
28;M SILA;BOUSAADA;35.21027;4.1794667;58354
28;M SILA;MAGRA;35.610241;5.1223607;8514
28;M SILA;CHELLAL;35.508507;4.3770704;2319
28;M SILA;SIDI MHAMED;34.764828;4.2948885;3626
28;M SILA;KHOUBANA;35.328915;4.5005808;3379
28;M SILA;DEHAHNA;35.734089;5.0286489;1703
28;M SILA;SIDI AMEUR;35.417831;3.8248241;12255
28;M SILA;MOHAMED BOUDIAF;34.891163;4.4593792;5076
28;M SILA;BERHOUM;35.647766;5.0078449;6261
28;M SILA;OULTENE;35.117012;4.2948885;1575
28;M SILA;AIN FARES;34.713299;4.5005808;1903
28;M SILA;SIDI AISSA;35.814777;3.7029002;32843
28;M SILA;OULED MADHI;35.546135;4.5418143;2139
28;M SILA;HAMMAM DHALAA;35.944538;4.3919768;27081
45;NAAMA;MECHRIA;33.544277;-0.27627069;49224
45;NAAMA;MEKMEN BEN AMAR;33.718906;-0.72714788;7324
45;NAAMA;EL BIOD;33.760086;-0.12844039;1474
45;NAAMA;TIOUT;32.768227;-0.42665839;2943
45;NAAMA;KASDIR;33.713589;-1.375755;4496
45;NAAMA;NAAMA;33.168327;-0.3748354;18576
45;NAAMA;DJENIEN BOUREZG;32.397903;-0.94384682;1925
45;NAAMA;MOGHRAR;32.516163;-0.57543731;2688
45;NAAMA;AIN BEN KHELIL;33.288551;-0.76304901;1719
45;NAAMA;ASLA;33.005699;-7.9348803E-2;2855
45;NAAMA;SFISSIFA;32.804615;-0.98206681;4070
45;NAAMA;AIN SEFRA;32.756332;-0.57780331;28806
4;OUM EL BOUAGHI;EL BELALA;35.665348;7.7885375;2638
4;OUM EL BOUAGHI;AIN FAKROUN;35.97369;6.8708487;15420
4;OUM EL BOUAGHI;OUM EL BOUAGHI;35.873055;7.1197867;40355
4;OUM EL BOUAGHI;BIR CHOUHADA;35.896626;6.2925057;3028
4;OUM EL BOUAGHI;EL AMIRIA;36.110176;6.9048319;3571
4;OUM EL BOUAGHI;DHALAA;35.458256;7.5490971;4352
4;OUM EL BOUAGHI;EL FEDJOUDJ BOUGHRARA SAOUDI;35.709167;6.821032;1802
4;OUM EL BOUAGHI;OULED ZOUAI;35.847733;6.5143089;1000
4;OUM EL BOUAGHI;REHIA;35.763443;7.6453171;1657
4;OUM EL BOUAGHI;AIN ZITOUN;35.684265;6.9356742;2587
4;OUM EL BOUAGHI;SIGUS;36.093685;6.7708139;11008
4;OUM EL BOUAGHI;MESKIANA;35.632828;7.6710887;14137
4;OUM EL BOUAGHI;AIN MLILA;36.018951;6.5569882;35142
4;OUM EL BOUAGHI;AIN BABOUCHE;35.942539;7.1817198;6923
4;OUM EL BOUAGHI;EL DJEZIA;35.663551;7.5071273;1836
4;OUM EL BOUAGHI;BEHIR CHERGUI;35.794018;7.7185879;1038
4;OUM EL BOUAGHI;SOUK NAAMANE;35.941422;6.3864427;9486
4;OUM EL BOUAGHI;KSAR SBAHI;36.084129;7.2571945;4894
4;OUM EL BOUAGHI;OUED NINI;35.570076;7.3476048;1578
4;OUM EL BOUAGHI;FKIRINA;35.664051;7.3003602;4845
4;OUM EL BOUAGHI;AIN KERCHA;35.930283;6.690546;11894
4;OUM EL BOUAGHI;EL HARMILIA;35.924572;6.6223965;3150
4;OUM EL BOUAGHI;HANCHIR TOUMGHANI;35.935574;6.7413707;6987
4;OUM EL BOUAGHI;OULED GACEM;36.062653;6.6362071;2278
4;OUM EL BOUAGHI;BERRICHE;35.914497;7.375967;5258
4;OUM EL BOUAGHI;AIN DISS;36.261902;7.3679228;1027
4;OUM EL BOUAGHI;AIN BEIDA;35.798134;7.3921733;47179
4;OUM EL BOUAGHI;EL ZORG;35.720901;7.9074001;1231
4;OUM EL BOUAGHI;OULED HAMLA;36.066914;6.4716582;4935
20;SAIDA;AIN SOLTANE;34.967808;0.30344999;5557
20;SAIDA;AIN EL HADJAR;34.757408;0.15418001;17485
20;SAIDA;SIDI AHMED;34.549793;0.259657;6666
20;SAIDA;EL HASSASNA;34.826096;0.33013421;10533
20;SAIDA;MOULAY LARBI;34.6497;0.0116586;4903
20;SAIDA;MAAMORA;34.681866;0.49979731;3886
20;SAIDA;YOUB;34.920162;-0.20805471;7338
20;SAIDA;AIN SKHOUNA;34.504444;0.8441667;5235
20;SAIDA;SIDI BOUBEKEUR;35.030544;5.3659201E-2;10265
20;SAIDA;OULED BRAHIM;34.860001;0.9174;6239
20;SAIDA;TIRCINE;34.901161;0.55296659;2185
20;SAIDA;DOUI THABET;34.894119;-7.3508799E-2;2596
20;SAIDA;SAIDA;34.841202;0.1484305;65447
20;SAIDA;SIDI AMAR;35.024998;0.1097315;4084
20;SAIDA;HOUNET;35.090374;-0.1148012;1918
20;SAIDA;OULED KHALED;35.213055;0.27722219;11420
19;SETIF;BENI AZIZ;36.464832;5.656312;5931
19;SETIF;BENI FOUDA;36.284744;5.5827336;3440
19;SETIF;OULED SABOR;36.156864;5.54073;3125
19;SETIF;BOUTALEB;35.692078;5.2475519;2650
19;SETIF;BAZER SAKRA;36.064301;5.6668305;5630
19;SETIF;SETIF;36.196903;5.4150872;92312
19;SETIF;AMOUCHA;36.378891;5.4149003;6788
19;SETIF;EL OURICIA;36.292454;5.4149003;4496
19;SETIF;GUELTA ZERGA;36.20459;5.677351;2902
19;SETIF;AIN EL KEBIRA;36.363785;5.5092468;14962
19;SETIF;GUENZET TASSAMEURT;36.328648;4.8209596;725
19;SETIF;SERDJ EL GHOUL;36.4678;5.5932388;1895
19;SETIF;DRAA KEBILA;36.437946;4.9973941;2683
19;SETIF;HAMMAM SKHOUNA;35.969463;5.8353839;3480
19;SETIF;OULED ADDOUANE;36.344105;5.4672961;4085
19;SETIF;BENI CHEBANA;36.476494;4.9039426;2116
19;SETIF;BEIDHA BORDJ;35.894142;5.6663132;6692
19;SETIF;MAOUKLANE;36.396648;5.0769286;4302
19;SETIF;GUIDJEL;36.072117;5.4987564;6780
19;SETIF;BELLAA;36.227386;5.8775964;2686
19;SETIF;TIZI NBECHAR;36.435223;5.3625517;4236
19;SETIF;AIN LAGRADJ;36.409668;4.8910241;2813
19;SETIF;TACHOUDA;36.266472;5.7405138;1508
19;SETIF;BIR EL ARCH;36.101612;5.793201;5533
19;SETIF;AIN ARNAT;36.190071;5.3163223;14593
19;SETIF;HAMMAM GUERGOUR;36.322266;5.0548544;5141
19;SETIF;SALAH BEY;35.817188;5.3730178;8627
19;SETIF;AIN SEBT;36.483391;5.7194524;4060
19;SETIF;OULED SIDI AHMED;35.772099;5.6304998;1700
19;SETIF;BABOR;36.461403;5.4987564;4330
19;SETIF;BOUANDAS;36.510929;5.1119409;4109
19;SETIF;HARBIL;36.346046;4.9247074;965
19;SETIF;BOUSSELAM;36.493767;5.0078449;2997
19;SETIF;BENI MOUHLI;36.516697;4.9096065;1830
19;SETIF;BENI HOCINE;36.251686;5.1119409;3420
19;SETIF;EL OUELDJA;36.052086;5.9198389;1389
19;SETIF;MEZLOUG;36.083363;5.2475519;3866
19;SETIF;MAAOUIA;36.398106;5.6983981;1696
19;SETIF;AIN LAHDJAR;35.937279;5.5419497;7490
19;SETIF;OULED TEBBEN;35.784584;5.1223607;3763
19;SETIF;BENI OUARTILANE;36.442207;4.8525281;2075
19;SETIF;BIR HADDADA;36.196903;5.4150872;3234
19;SETIF;HAMMA;35.68655;5.3730178;3113
19;SETIF;GUELLAL;36.036301;5.3311653;3997
19;SETIF;TAYA;35.959335;5.9665303;2010
19;SETIF;AIN OULMANE;35.914749;5.2976289;19733
19;SETIF;DEHAMCHA;36.369205;5.6247668;3026
19;SETIF;TALA IFACENE;35.97554;5.7089243;3879
19;SETIF;ROSFA;35.779198;5.2475519;3985
19;SETIF;BOUGAA;36.3382;5.1119409;11909
19;SETIF;KSAR EL ABTAL;35.987087;5.2162285;5358
19;SETIF;MZADA;36.541111;5.0747051;967
19;SETIF;DJEMILA;36.553154;5.1327829;4747
19;SETIF;AIT TIZI;36.553154;5.1327829;1153
19;SETIF;AIN ABESSA;36.298065;5.2893434;4522
19;SETIF;AIN AZAL;35.818474;5.5133953;18114
19;SETIF;OUED EL BARED;36.497108;5.4253759;1054
19;SETIF;AIN ROUA;36.312988;5.1953554;3633
19;SETIF;TELLA;35.97554;5.7089243;1520
19;SETIF;EL EULMA;36.160301;5.6983981;43395
41;SOUK AHRAS;QUILLEN;36.22781;8.0652924;2966
41;SOUK AHRAS;OUED KEBERIT;35.92466;7.9170713;3144
41;SOUK AHRAS;MERAHNA;36.196682;8.1502438;6840
41;SOUK AHRAS;TAOURA;36.163448;8.0437908;11332
41;SOUK AHRAS;OULED MOUMEN;36.383446;8.3307467;1809
41;SOUK AHRAS;AIN ZANA;36.401188;8.1912279;2968
41;SOUK AHRAS;KHEDARA;36.284473;8.3225327;3688
41;SOUK AHRAS;SIDI FREDJ;36.153713;8.1952753;3891
41;SOUK AHRAS;SAFEL EL OUIDEN;35.929676;7.4915643;812
41;SOUK AHRAS;ZOUABI;35.959682;8.1378126;1039
41;SOUK AHRAS;SOUK-AHRAS;36.269588;7.94839;67385
41;SOUK AHRAS;MDAOUROUCHE;36.075676;7.8204789;17286
41;SOUK AHRAS;SEDRATA;36.130856;7.5325661;20077
41;SOUK AHRAS;MECHROHA;36.356503;7.8354354;10158
41;SOUK AHRAS;AIN SOLTANE;36.1786;7.3692131;1059
41;SOUK AHRAS;KHEMISSA;36.194569;7.6520982;1450
41;SOUK AHRAS;ZAAROURIA;36.228619;7.956562;3557
41;SOUK AHRAS;RAGGOUBA;36.233612;8.0594444;2091
41;SOUK AHRAS;HANANCHA;36.261303;7.787858;5284
41;SOUK AHRAS;OUM EL ADHAIM;36.030209;7.6032891;5054
41;SOUK AHRAS;HADDADA;36.229847;8.3334846;3934
41;SOUK AHRAS;OULED DRISS;36.356735;8.0253658;3506
41;SOUK AHRAS;BIR BOU HAOUCH;36.014034;7.4300232;2750
41;SOUK AHRAS;TERRAGUELT;35.884392;7.597868;1671
41;SOUK AHRAS;DREA;36.12162;7.8816843;3435
41;SOUK AHRAS;TIFFECH;36.191193;7.787858;2344
12;TEBESSA;SAFSAF EL OUESRA;34.956585;8.2076283;4011
12;TEBESSA;EL KOUIF;35.499825;8.3225327;6867
12;TEBESSA;BOUKHADRA;35.747635;8.0328817;4998
12;TEBESSA;FERKANE;34.557659;7.4083958;2094
12;TEBESSA;BOULHAF DYR;35.4226;8.5116997;2621
12;TEBESSA;BIR EL ATER;34.761089;8.0574303;43276
12;TEBESSA;HAMMAMET;35.451286;7.9538379;7525
12;TEBESSA;CHERIA;35.268482;7.7471027;41409
12;TEBESSA;EL MERIDJ;35.793949;8.2295008;5632
12;TEBESSA;EL MAZERAA;34.968102;8.3220997;2648
12;TEBESSA;THLIDJENE;35.11702;7.766119;4045
12;TEBESSA;NEGRINE;34.482014;7.5193095;3718
12;TEBESSA;TEBESSA;35.414249;8.1010923;91095
12;TEBESSA;GOURIGUEUR;35.423527;7.5932331;2752
12;TEBESSA;BIR MOKADEM;35.370823;7.8096037;7148
12;TEBESSA;EL MA LABIOD;35.205185;8.1693668;9808
12;TEBESSA;STAH GUENTIS;34.99519;7.3015909;2761
12;TEBESSA;BEDJENE;35.349773;7.4746518;1820
12;TEBESSA;EL HOUIDJBET;35.291748;8.2801065;2730
12;TEBESSA;EL OGLA;35.183334;7.4666672;9652
12;TEBESSA;EL OUENZA;35.948997;8.1393175;26975
12;TEBESSA;EL OGLA EL MALHA;35.185017;7.4664092;3726
12;TEBESSA;EL AOUINET;35.865807;7.8857665;11657
12;TEBESSA;AIN ZERGA;35.633331;8.2666674;5991
12;TEBESSA;BIR DHEHEB;35.460701;8.3771;2707
12;TEBESSA;BEKKARIA;35.366669;8.25;3401
12;TEBESSA;OUM ALI;35.010445;8.3006325;2796
12;TEBESSA;MORSOT;35.66769;8.0110674;6533
11;TIARET;SERGHINE;35.258141;2.4826727;3559
11;TIARET;OUED LILLI;35.512016;1.2706219;3970
11;TIARET;MACHRAA SFA;35.255699;1.4941;4885
11;TIARET;TIARET;35.367355;1.3220322;95110
11;TIARET;MEDRISSA;34.891945;1.2433848;5386
11;TIARET;SIDI BAKHTI;35.112;1.4172;1867
11;TIARET;AIN BOUCHEKIF;35.356388;1.5136009;4463
11;TIARET;FAIDJA;34.851002;2.0955999;3404
11;TIARET;HAMADIA;35.460979;1.8733017;6124
11;TIARET;MEGHILA;35.363243;1.3270326;787
11;TIARET;DAHMOUNI;35.415714;1.4759356;6126
11;TIARET;MADNA;34.623001;1.4227;936
11;TIARET;AIN ZARIT;35.353035;1.6651379;3283
11;TIARET;SEBT;35.745682;1.2304602;348
11;TIARET;DJILLALI BEN AMAR;35.444386;0.85143012;1405
11;TIARET;KSAR CHELLALA;35.22023;2.3172324;27319
11;TIARET;MAHDIA;35.427086;1.7587496;17590
11;TIARET;SOUGUEUR;35.178162;1.4966619;41717
11;TIARET;TOUSNINA;35.113316;1.2758641;4137
11;TIARET;ZMALET EMIR ABDELKADER;34.912121;2.3172324;5691
11;TIARET;AIN KERMES;34.923851;1.0777723;6536
11;TIARET;SIDI HOSNI;35.47142;1.5184418;2199
11;TIARET;MELLAKOU;35.24979;1.2337661;4144
11;TIARET;SIDI ALI MELLAL;35.563736;1.2253693;1973
11;TIARET;AIN DEHEB;34.847126;1.5450766;11089
11;TIARET;NADORAH;35.159199;2.3290999;3274
11;TIARET;AIN EL HADID;35.060421;0.87943113;4702
11;TIARET;NAIMA;35.09177;1.4785205;3528
11;TIARET;FRENDA;35.061787;1.0538253;23801
11;TIARET;DJEBILET ROSFA;34.863697;0.83535308;1505
11;TIARET;RECHAIGA;35.410126;1.9710284;4906
11;TIARET;TAGDEMT;35.335609;1.2283566;1584
11;TIARET;GUERTOUFA;35.392208;1.2578169;2324
11;TIARET;SIDI ÊABDELGHANI;35.098598;2.0792;3895
11;TIARET;RAHOUIA;35.531368;1.0227145;7755
11;TIARET;CHEHAIMA;34.898201;1.3047556;2719
11;TIARET;SEBAINE;35.458023;1.6020337;3742
11;TIARET;TIDDA;35.582417;1.266238;1066
11;TIARET;SIDI ABDERRAHMANE;34.799206;1.1329035;2580
11;TIARET;MEDROUSSA;35.173153;1.2049233;4608
11;TIARET;BOUGARA;34.799206;1.961246;2331
11;TIARET;TAKHMARET;35.105698;0.6844213;7051
38;TISSEMSILT;BORDJ BOUNAAMA;35.852623;1.615375;8860
38;TISSEMSILT;SIDI LANTRI;35.696178;1.5064654;2003
38;TISSEMSILT;BORDJ EL EMIR ABDELKADER;35.864059;2.2605774;2891
38;TISSEMSILT;LARBAA;35.7855;1.9144;940
38;TISSEMSILT;KHEMISTI;35.667435;1.961246;7914
38;TISSEMSILT;TAMALAHT;35.6852;2.0627;2948
38;TISSEMSILT;LAYOUNE;35.688721;1.9954938;6584
38;TISSEMSILT;LARDJEM;35.747185;1.5450766;9348
38;TISSEMSILT;SIDI BOUTOUCHENT;35.825222;1.9484098;1632
38;TISSEMSILT;MAACEM;35.659187;1.5520259;2013
38;TISSEMSILT;BENI LAHCENE;35.814812;1.6894332;1704
38;TISSEMSILT;TISSEMSILT;35.601517;1.8074586;44548
38;TISSEMSILT;SIDI ABED;35.742268;1.7076637;1951
38;TISSEMSILT;BENI CHAIB;35.691898;2.2385001;1102
38;TISSEMSILT;AMMARI;35.57259;1.7343807;3390
38;TISSEMSILT;SIDI SLIMANE;35.862663;1.6784986;3230
38;TISSEMSILT;BOUCAID;35.89077;1.615375;2816
38;TISSEMSILT;LAZHARIA;35.935043;1.5620347;2088
38;TISSEMSILT;MELAAB;35.712826;1.3360772;1007
38;TISSEMSILT;YOUSSOUFIA;35.94775;2.1125019;1043
38;TISSEMSILT;OULED BESSEM;35.683334;1.866667;3921
38;TISSEMSILT;THENIET EL HAD;35.876705;2.0077317;15792
17;DJELFA;GUETTARA;33.161095;4.6850858;4149
17;DJELFA;ZAAFRANE;34.853977;2.8502302;2728
17;DJELFA;AMOURA;34.354725;3.869348;683
17;DJELFA;FEIDH EL BOTMA;34.530487;3.7816093;4851
17;DJELFA;HASSI BAHBAH;35.078228;3.0275803;34770
17;DJELFA;MLILIHA;34.756252;3.4813979;3359
17;DJELFA;SIDI LAADJEL;35.435673;2.514842;7129
17;DJELFA;OUM LAADHAM;33.720612;4.5302143;1275
17;DJELFA;DOUIS;34.373924;2.706634;1277
17;DJELFA;SIDI BAIZID;35.059242;3.432168;2502
17;DJELFA;AIN FEKKA;35.470245;3.5407908;8087
17;DJELFA;AIN EL IBEL;34.352528;3.2256856;17485
17;DJELFA;BENI YAGOUB;34.466667;2.7833331;1002
17;DJELFA;BIRINE;35.62672;3.2231727;15613
17;DJELFA;BOUIRA LAHDAB;35.24292;3.1403255;2911
17;DJELFA;TADMIT;34.283333;2.9833331;4319
17;DJELFA;BENHAR;35.485939;3.0113165;4901
17;DJELFA;EL GUEDDID;34.691113;3.5986111;4952
17;DJELFA;HAD SAHARY;35.352154;3.3615644;13803
